playerId,position,positionGeneral,league,leagueLevel,tradeId,regularGoalsAgainst,regularShotsAgainst,regularShutouts,regularSaves,regularWins,regularLosses,regularOtLosses,postseasonGoalsAgainst,postseasonShotsAgainst,postseasonSaves,postseasonShutouts,postseasonWins,postseasonLosses,postseasonOtLosses
813029,G,G,nhl,professional,2041,180,2140,6,1960,34,29,10,6,71,65,0,0,2,NULL
48052,G,G,ahl,professional,2562,78,701,1,623,7,18,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60758,G,G,ahl,professional,780,2,40,0,38,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
577545,G,G,nhl,professional,1719,259,2291,2,2032,31,29,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
570819,G,G,ahl,professional,1390,102,960,0,858,6,17,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182470,G,G,ahl,professional,4425,2,24,0,22,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
845043,G,G,nhl,professional,277,184,1941,3,1757,29,25,8,3,9,6,0,0,1,0
570879,G,G,ahl,professional,1405,43,324,0,281,3,4,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
813204,G,G,ahl,professional,1686,207,2181,1,1974,39,28,10,16,161,145,0,2,3,0
526093,G,G,ahl,professional,741,60,549,1,489,8,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140444,G,G,ahl,professional,106,27,295,3,268,6,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47993,G,G,nhl,professional,322,156,1451,2,1295,18,26,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
809307,G,G,nhl,professional,3327,223,2305,5,2082,29,33,13,0,6,6,0,0,0,NULL
70703,G,G,ahl,professional,98,123,1141,2,1018,17,17,9,8,113,105,0,2,2,0
594073,G,G,nhl,professional,856,64,561,0,497,7,9,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222440,G,G,ahl,professional,1263,5,110,0,105,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
833164,G,G,ahl,professional,2989,218,2223,2,2005,31,31,9,40,464,424,1,9,6,0
119099,G,G,nhl,professional,981,321,3779,9,3458,62,45,11,16,239,223,1,2,4,NULL
601420,G,G,ahl,professional,2521,60,641,0,581,10,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
746320,G,G,ahl,professional,419,3,62,0,59,1,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
615867,G,G,ahl,professional,410,6,53,0,47,0,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487125,G,G,nhl,professional,1000,87,915,2,828,12,9,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
610231,G,G,ahl,professional,1175,212,2078,3,1866,31,33,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
544672,G,G,ahl,professional,1632,112,1042,2,930,14,19,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376376,G,G,ahl,professional,539,63,656,0,593,10,8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
330316,G,G,ahl,professional,1195,63,576,1,513,8,11,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140804,G,G,ahl,professional,1475,104,1029,0,925,12,15,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106166,G,G,nhl,professional,736,6,35,0,29,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312039,G,G,ahl,professional,752,110,1119,1,1009,21,12,5,0,14,14,0,0,0,NULL
