teamId,season,teamName,teamAbbreviation,conferenceAbbreviation,divisionName
134,2024,New York Rangers,NYR,E,Metropolitan
194,2024,Philadelphia Flyers,PHI,E,Metropolitan
254,2024,Pittsburgh Penguins,PIT,E,Metropolitan
314,2024,Boston Bruins,BOS,E,Atlantic
374,2024,Buffalo Sabres,BUF,E,Atlantic
434,2024,Montréal Canadiens,MTL,E,Atlantic
494,2024,Ottawa Senators,OTT,E,Atlantic
554,2024,Toronto Maple Leafs,TOR,E,Atlantic
674,2024,Carolina Hurricanes,CAR,E,Metropolitan
734,2024,Florida Panthers,FLA,E,Atlantic
794,2024,Tampa Bay Lightning,TBL,E,Atlantic
854,2024,Washington Capitals,WSH,E,Metropolitan
914,2024,Chicago Blackhawks,CHI,W,Central
974,2024,Detroit Red Wings,DET,E,Atlantic
1034,2024,Nashville Predators,NSH,W,Central
1094,2024,St. Louis Blues,STL,W,Central
1154,2024,Calgary Flames,CGY,W,Pacific
1214,2024,Colorado Avalanche,COL,W,Central
1274,2024,Edmonton Oilers,EDM,W,Pacific
1334,2024,Vancouver Canucks,VAN,W,Pacific
1394,2024,Anaheim Ducks,ANA,W,Pacific
1454,2024,Dallas Stars,DAL,W,Central
1514,2024,Los Angeles Kings,LAK,W,Pacific
1574,2024,Arizona Coyotes,ARI,W,Central
1634,2024,San Jose Sharks,SJS,W,Pacific
1694,2024,Columbus Blue Jackets,CBJ,E,Metropolitan
1754,2024,Minnesota Wild,MIN,W,Central
3074,2024,Winnipeg Jets,WPG,W,Central
3194,2024,Vegas Golden Knights,VGK,W,Pacific
49974,2024,Seattle Kraken,SEA,W,Pacific
14,2023,New Jersey Devils,NJD,E,Metropolitan
74,2023,New York Islanders,NYI,E,Metropolitan
134,2023,New York Rangers,NYR,E,Metropolitan
194,2023,Philadelphia Flyers,PHI,E,Metropolitan
254,2023,Pittsburgh Penguins,PIT,E,Metropolitan
314,2023,Boston Bruins,BOS,E,Atlantic
374,2023,Buffalo Sabres,BUF,E,Atlantic
434,2023,Montréal Canadiens,MTL,E,Atlantic
494,2023,Ottawa Senators,OTT,E,Atlantic
554,2023,Toronto Maple Leafs,TOR,E,Atlantic
674,2023,Carolina Hurricanes,CAR,E,Metropolitan
734,2023,Florida Panthers,FLA,E,Atlantic
794,2023,Tampa Bay Lightning,TBL,E,Atlantic
854,2023,Washington Capitals,WSH,E,Metropolitan
914,2023,Chicago Blackhawks,CHI,W,Central
974,2023,Detroit Red Wings,DET,E,Atlantic
1034,2023,Nashville Predators,NSH,W,Central
1094,2023,St. Louis Blues,STL,W,Central
1154,2023,Calgary Flames,CGY,W,Pacific
1214,2023,Colorado Avalanche,COL,W,Central
1274,2023,Edmonton Oilers,EDM,W,Pacific
1334,2023,Vancouver Canucks,VAN,W,Pacific
1394,2023,Anaheim Ducks,ANA,W,Pacific
1454,2023,Dallas Stars,DAL,W,Central
